"1st Choice","2nd Choice","3rd Choice","4th Choice","5th Choice","6th Choice","7th Choice","8th Choice","9th Choice","10th Choice","11th Choice","12th Choice","13th Choice","14th Choice","15th Choice","16th Choice","17th Choice","18th Choice","19th Choice","20th Choice","21st Choice","22nd Choice","23rd Choice","24th Choice","25th Choice","26th Choice"
"Mallon, Alana M.","McGovern, Marc C.","Santos, Jeff","Toomey, Jr., Timothy J.","Harding, Jr., Richard","Siddiqui, Sumbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlone, Dennis J.","Toomey, Jr., Timothy J.","Harding, Jr., Richard","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","McGovern, Marc C.","Musgrave, Adriane B.","Zondervan, Quinton Y.","Devereux, Jan","Kelley, Craig A.","Toner, Paul F.","Sivongxay, Vatsady",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallon, Alana M.","Musgrave, Adriane B.","Siddiqui, Sumbul","Levy, Ilan","Pillai, Hari I.","Volmar, Gwen Thomas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burgin, Josh M.","Gebru, Samuel","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tierney, Sean","Gebru, Samuel","Mallon, Alana M.","Toner, Paul F.","Toomey, Jr., Timothy J.","McGovern, Marc C.","Kelley, Craig A.","Harding, Jr., Richard","Siddiqui, Sumbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toomey, Jr., Timothy J.","Kelley, Craig A.","Simmons, E. Denise","Toner, Paul F.","Mallon, Alana M.","McGovern, Marc C.","Harding, Jr., Richard","Musgrave, Adriane B.","Tierney, Sean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Adriane B.","Mallon, Alana M.","McGovern, Marc C.","Simmons, E. Denise","Sivongxay, Vatsady","Siddiqui, Sumbul","Santos, Jeff","Devereux, Jan","Zondervan, Quinton Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harding, Jr., Richard","Sivongxay, Vatsady","Benjamin, Ronald","Levy, Ilan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallon, Alana M.","Tierney, Sean","Zondervan, Quinton Y.","Gebru, Samuel","McGovern, Marc C.","Simmons, E. Denise","Siddiqui, Sumbul","Carlone, Dennis J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallon, Alana M.","Gebru, Samuel","Tierney, Sean","Sivongxay, Vatsady","Siddiqui, Sumbul","Simmons, E. Denise","Toomey, Jr., Timothy J.","Musgrave, Adriane B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siddiqui, Sumbul","Mallon, Alana M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Okamoto, Nadya T.","Burgin, Josh M.","McGovern, Marc C.","Devereux, Jan","Carlone, Dennis J.","Pillai, Hari I.","Harding, Jr., Richard","Sutton, Bryan","Kelley, Craig A.","Santos, Jeff","Musgrave, Adriane B.","Mallon, Alana M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Adriane B.","Simmons, E. Denise","Mallon, Alana M.","Gebru, Samuel","McGovern, Marc C.","Tierney, Sean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Siddiqui, Sumbul","Simmons, E. Denise","Tierney, Sean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Jeff","Okamoto, Nadya T.","Pillai, Hari I.","Siddiqui, Sumbul","Sivongxay, Vatsady","Musgrave, Adriane B.","Moree, Gregg J.","Sutton, Bryan","Tierney, Sean","Toner, Paul F.","Volmar, Gwen Thomas","Zondervan, Quinton Y.","Benjamin, Ronald","Burgin, Josh M.","D'Ambrosio, Olivia","Gebru, Samuel","Harding, Jr., Richard","Lenke, Dan","Levy, Ilan","Mallon, Alana M.","Kelley, Craig A.","Devereux, Jan","Carlone, Dennis J.","Toomey, Jr., Timothy J.","Simmons, E. Denise","McGovern, Marc C."
"Mallon, Alana M.","Siddiqui, Sumbul","Tierney, Sean","McGovern, Marc C.","Sivongxay, Vatsady","Kelley, Craig A.","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Tierney, Sean","McGovern, Marc C.","Musgrave, Adriane B.","Harding, Jr., Richard","Gebru, Samuel","Siddiqui, Sumbul","Sivongxay, Vatsady","Santos, Jeff","Zondervan, Quinton Y.","Mallon, Alana M.","Toomey, Jr., Timothy J.","Toner, Paul F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Carlone, Dennis J.","Burgin, Josh M.","Devereux, Jan","Simmons, E. Denise","Santos, Jeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okamoto, Nadya T.","Siddiqui, Sumbul","Tierney, Sean","Simmons, E. Denise","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Toomey, Jr., Timothy J.","McGovern, Marc C.","Harding, Jr., Richard","Devereux, Jan","Carlone, Dennis J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toomey, Jr., Timothy J.","Kelley, Craig A.","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tierney, Sean","Toomey, Jr., Timothy J.","McGovern, Marc C.","Kelley, Craig A.","Harding, Jr., Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gebru, Samuel","Siddiqui, Sumbul","Simmons, E. Denise","Mallon, Alana M.","Harding, Jr., Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gebru, Samuel","Mallon, Alana M.","McGovern, Marc C.","Sivongxay, Vatsady","Toner, Paul F.","Toomey, Jr., Timothy J.","Volmar, Gwen Thomas","Musgrave, Adriane B.","Siddiqui, Sumbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Mallon, Alana M.","Harding, Jr., Richard","Tierney, Sean","Gebru, Samuel","Siddiqui, Sumbul","Toomey, Jr., Timothy J.","Kelley, Craig A.","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Gebru, Samuel","Siddiqui, Sumbul","Harding, Jr., Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siddiqui, Sumbul","McGovern, Marc C.","Tierney, Sean","Mallon, Alana M.","Okamoto, Nadya T.","Toner, Paul F.","Musgrave, Adriane B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D'Ambrosio, Olivia","McGovern, Marc C.","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Harding, Jr., Richard","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","McGovern, Marc C.","Toomey, Jr., Timothy J.","Carlone, Dennis J.","Devereux, Jan","Kelley, Craig A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harding, Jr., Richard","Simmons, E. Denise","Toomey, Jr., Timothy J.","McGovern, Marc C.","Kelley, Craig A.","Gebru, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siddiqui, Sumbul","McGovern, Marc C.","Carlone, Dennis J.","Toomey, Jr., Timothy J.","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallon, Alana M.","McGovern, Marc C.","Tierney, Sean","Gebru, Samuel","Musgrave, Adriane B.","Siddiqui, Sumbul","Simmons, E. Denise","Okamoto, Nadya T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallon, Alana M.","McGovern, Marc C.","Toomey, Jr., Timothy J.","Siddiqui, Sumbul","Tierney, Sean","Sivongxay, Vatsady",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burgin, Josh M.","Tierney, Sean","Sivongxay, Vatsady",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devereux, Jan","Zondervan, Quinton Y.","Simmons, E. Denise","McGovern, Marc C.","Mallon, Alana M.","D'Ambrosio, Olivia","Tierney, Sean","Gebru, Samuel","Siddiqui, Sumbul","Sivongxay, Vatsady","Musgrave, Adriane B.","Sutton, Bryan","Toomey, Jr., Timothy J.","Kelley, Craig A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Gebru, Samuel","McGovern, Marc C.","Tierney, Sean","Carlone, Dennis J.","Devereux, Jan","Harding, Jr., Richard","Kelley, Craig A.","Mallon, Alana M.","Toomey, Jr., Timothy J.","Musgrave, Adriane B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Simmons, E. Denise","Mallon, Alana M.","Tierney, Sean","Siddiqui, Sumbul","Musgrave, Adriane B.","Gebru, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D'Ambrosio, Olivia","McGovern, Marc C.","Simmons, E. Denise","Kelley, Craig A.","Devereux, Jan","Mallon, Alana M.","Toner, Paul F.","Zondervan, Quinton Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Volmar, Gwen Thomas","Kelley, Craig A.","Zondervan, Quinton Y.","Musgrave, Adriane B.","D'Ambrosio, Olivia","Burgin, Josh M.","Siddiqui, Sumbul","Tierney, Sean","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Simmons, E. Denise","Musgrave, Adriane B.","Tierney, Sean","Mallon, Alana M.","Gebru, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlone, Dennis J.","Toomey, Jr., Timothy J.","Simmons, E. Denise","Siddiqui, Sumbul","D'Ambrosio, Olivia","Devereux, Jan","Toner, Paul F.","Sivongxay, Vatsady","Okamoto, Nadya T.","Gebru, Samuel","Harding, Jr., Richard","Kelley, Craig A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gebru, Samuel","Devereux, Jan","Levy, Ilan","Okamoto, Nadya T.","Tierney, Sean","Harding, Jr., Richard","Siddiqui, Sumbul","Pillai, Hari I.","Volmar, Gwen Thomas","Zondervan, Quinton Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Devereux, Jan","Harding, Jr., Richard","Mallon, Alana M.","Tierney, Sean","Carlone, Dennis J.","Toomey, Jr., Timothy J.","Santos, Jeff","Sutton, Bryan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okamoto, Nadya T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Adriane B.","Gebru, Samuel","Okamoto, Nadya T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harding, Jr., Richard","Sivongxay, Vatsady","Gebru, Samuel","Toomey, Jr., Timothy J.","Siddiqui, Sumbul","Pillai, Hari I.","Santos, Jeff","Okamoto, Nadya T.","Musgrave, Adriane B.","Moree, Gregg J.","McGovern, Marc C.","Mallon, Alana M.","Levy, Ilan","Sutton, Bryan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toner, Paul F.","Harding, Jr., Richard","Tierney, Sean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harding, Jr., Richard","Mallon, Alana M.","McGovern, Marc C.","Santos, Jeff","Moree, Gregg J.","D'Ambrosio, Olivia","Simmons, E. Denise","Carlone, Dennis J.","Benjamin, Ronald","Sutton, Bryan","Burgin, Josh M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Simmons, E. Denise","Kelley, Craig A.","Toner, Paul F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toomey, Jr., Timothy J.","Simmons, E. Denise","Mallon, Alana M.","Toner, Paul F.","Harding, Jr., Richard","Sivongxay, Vatsady","Gebru, Samuel","Tierney, Sean","McGovern, Marc C.","Kelley, Craig A.","Musgrave, Adriane B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Craig A.","McGovern, Marc C.","Mallon, Alana M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Craig A.","Mallon, Alana M.","Tierney, Sean","Musgrave, Adriane B.","McGovern, Marc C.","Simmons, E. Denise","Gebru, Samuel","Okamoto, Nadya T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okamoto, Nadya T.","Gebru, Samuel","Pillai, Hari I.","Siddiqui, Sumbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toner, Paul F.","Mallon, Alana M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Adriane B.","Tierney, Sean","Mallon, Alana M.","Kelley, Craig A.","Gebru, Samuel","Simmons, E. Denise","McGovern, Marc C.","Toner, Paul F.","Siddiqui, Sumbul","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okamoto, Nadya T.","Musgrave, Adriane B.","Simmons, E. Denise","Tierney, Sean","Gebru, Samuel","McGovern, Marc C.","Mallon, Alana M.","Carlone, Dennis J.","Kelley, Craig A.","Siddiqui, Sumbul","Sivongxay, Vatsady","Sutton, Bryan","Harding, Jr., Richard","Benjamin, Ronald","Pillai, Hari I.","D'Ambrosio, Olivia","Toner, Paul F.","Toomey, Jr., Timothy J.","Volmar, Gwen Thomas","Devereux, Jan","Zondervan, Quinton Y.","Levy, Ilan","Santos, Jeff","Burgin, Josh M.","Lenke, Dan","Moree, Gregg J."
"Mallon, Alana M.","Tierney, Sean","Santos, Jeff","Moree, Gregg J.","Lenke, Dan","Harding, Jr., Richard","Benjamin, Ronald","Toner, Paul F.","Siddiqui, Sumbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallon, Alana M.","Gebru, Samuel","Siddiqui, Sumbul","Toner, Paul F.","Kelley, Craig A.","Santos, Jeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Toomey, Jr., Timothy J.","Burgin, Josh M.","D'Ambrosio, Olivia","Gebru, Samuel","McGovern, Marc C.","Siddiqui, Sumbul","Mallon, Alana M.","Kelley, Craig A.","Toner, Paul F.","Tierney, Sean","Sutton, Bryan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toner, Paul F.","Okamoto, Nadya T.","Tierney, Sean","Pillai, Hari I.","Gebru, Samuel","McGovern, Marc C.","Kelley, Craig A.","Devereux, Jan","Carlone, Dennis J.","Simmons, E. Denise","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okamoto, Nadya T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okamoto, Nadya T.","Simmons, E. Denise","Siddiqui, Sumbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tierney, Sean","McGovern, Marc C.","Musgrave, Adriane B.","Zondervan, Quinton Y.","Carlone, Dennis J.","Burgin, Josh M.","Gebru, Samuel","Benjamin, Ronald",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siddiqui, Sumbul","Sivongxay, Vatsady","Gebru, Samuel","Harding, Jr., Richard","Devereux, Jan","Carlone, Dennis J.","Simmons, E. Denise","McGovern, Marc C.","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toner, Paul F.","Harding, Jr., Richard","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harding, Jr., Richard","Toner, Paul F.","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toomey, Jr., Timothy J.","Simmons, E. Denise","Tierney, Sean","Toner, Paul F.","Harding, Jr., Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Tierney, Sean","Toomey, Jr., Timothy J.","Siddiqui, Sumbul","Okamoto, Nadya T.","D'Ambrosio, Olivia","McGovern, Marc C.","Gebru, Samuel","Kelley, Craig A.","Devereux, Jan","Carlone, Dennis J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Craig A.","McGovern, Marc C.","Devereux, Jan","Carlone, Dennis J.","Toomey, Jr., Timothy J.","Simmons, E. Denise","Okamoto, Nadya T.","D'Ambrosio, Olivia","Musgrave, Adriane B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sivongxay, Vatsady","Simmons, E. Denise","Harding, Jr., Richard","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Toomey, Jr., Timothy J.","Harding, Jr., Richard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tierney, Sean","Simmons, E. Denise","Gebru, Samuel","McGovern, Marc C.","Volmar, Gwen Thomas","Siddiqui, Sumbul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Devereux, Jan","Harding, Jr., Richard","Mallon, Alana M.","McGovern, Marc C.","Siddiqui, Sumbul","Sivongxay, Vatsady","Pillai, Hari I.","Tierney, Sean","Toner, Paul F.","Gebru, Samuel","Musgrave, Adriane B.","Volmar, Gwen Thomas","Santos, Jeff","Levy, Ilan","Carlone, Dennis J.","Burgin, Josh M.","Sutton, Bryan","Toomey, Jr., Timothy J.","Zondervan, Quinton Y.","D'Ambrosio, Olivia","Kelley, Craig A.","Lenke, Dan","Okamoto, Nadya T.","Moree, Gregg J.","Benjamin, Ronald"
"Simmons, E. Denise","Devereux, Jan","McGovern, Marc C.","Musgrave, Adriane B.","Harding, Jr., Richard","Siddiqui, Sumbul","Toner, Paul F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Siddiqui, Sumbul","Musgrave, Adriane B.","Harding, Jr., Richard","Devereux, Jan","McGovern, Marc C.","Toner, Paul F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Craig A.","Simmons, E. Denise","Mallon, Alana M.","Siddiqui, Sumbul","Toner, Paul F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Gebru, Samuel","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Simmons, E. Denise","Toner, Paul F.","Toomey, Jr., Timothy J.","Gebru, Samuel","Mallon, Alana M.","McGovern, Marc C.","Moree, Gregg J.","Musgrave, Adriane B.","Okamoto, Nadya T.","Pillai, Hari I.","Santos, Jeff","Siddiqui, Sumbul","Sivongxay, Vatsady","Sutton, Bryan","Tierney, Sean","Volmar, Gwen Thomas","Zondervan, Quinton Y.","Benjamin, Ronald","Burgin, Josh M.","Carlone, Dennis J.","D'Ambrosio, Olivia","Devereux, Jan","Harding, Jr., Richard",NA,NA,NA
"Simmons, E. Denise","Toomey, Jr., Timothy J.","McGovern, Marc C.","Burgin, Josh M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Adriane B.","Burgin, Josh M.","D'Ambrosio, Olivia","Gebru, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toomey, Jr., Timothy J.","Burgin, Josh M.","Tierney, Sean","Santos, Jeff","Kelley, Craig A.","Harding, Jr., Richard","Levy, Ilan","Gebru, Samuel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Gebru, Samuel","Musgrave, Adriane B.","Tierney, Sean","Simmons, E. Denise","Mallon, Alana M.","Siddiqui, Sumbul","Toner, Paul F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tierney, Sean","Toner, Paul F.","Siddiqui, Sumbul","Zondervan, Quinton Y.","Gebru, Samuel","Santos, Jeff","McGovern, Marc C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Jeff","Siddiqui, Sumbul","McGovern, Marc C.","Gebru, Samuel","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McGovern, Marc C.","Gebru, Samuel","Musgrave, Adriane B.","Tierney, Sean","Simmons, E. Denise","Mallon, Alana M.","Siddiqui, Sumbul","Toner, Paul F.","Okamoto, Nadya T.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harding, Jr., Richard","Simmons, E. Denise","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Musgrave, Adriane B.","Tierney, Sean","Mallon, Alana M.","Kelley, Craig A.","Gebru, Samuel","Simmons, E. Denise","McGovern, Marc C.","Toner, Paul F.","Siddiqui, Sumbul","Toomey, Jr., Timothy J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siddiqui, Sumbul","Gebru, Samuel","Carlone, Dennis J.","Harding, Jr., Richard","Tierney, Sean","McGovern, Marc C.","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siddiqui, Sumbul","Gebru, Samuel","Mallon, Alana M.","Simmons, E. Denise","Devereux, Jan","Harding, Jr., Richard","Pillai, Hari I.","Okamoto, Nadya T.","Santos, Jeff","Zondervan, Quinton Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gebru, Samuel","Siddiqui, Sumbul","Devereux, Jan","Simmons, E. Denise","Pillai, Hari I.","Harding, Jr., Richard","Mallon, Alana M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallon, Alana M.","Gebru, Samuel","Siddiqui, Sumbul","Santos, Jeff","Harding, Jr., Richard","Okamoto, Nadya T.","Pillai, Hari I.","Musgrave, Adriane B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sivongxay, Vatsady","Siddiqui, Sumbul","Gebru, Samuel","Okamoto, Nadya T.","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tierney, Sean","Toomey, Jr., Timothy J.","McGovern, Marc C.","Simmons, E. Denise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
